id_covidence,doi,pmid,pmcid,link,study,published_year,journal,title
#1948,10.1080/21645515.2025.2518646,40555671,,,Konishi 2025,2025,Hum Vaccin Immunother,Adverse reactions following first three doses of the BNT162b2 mRNA COVID-19 vaccine: A prospective cohort study on relationships with individual characteristics and previous experience of adverse reactions
#2183,10.1001/jamanetworkopen.2025.17402,40560584,PMC12199055,,Link-Gelles 2025,2025,JAMA Netw Open,Estimated 2023-2024 COVID-19 Vaccine Effectiveness in Adults
#416,10.1016/j.vaccine.2025.127392,40561570,,,Beller 2025,2025,Vaccine,Impact of the medical briefing and vaccine type on adverse events following COVID-19 vaccination: A randomized clinical trial
#23715,10.1016/j.virol.2025.110613,40561867,,,Pasquale 2025,2025,Virology,"Safety of SARS-CoV-2 XBB.1.5 and seasonal influenza vaccines co-administration: data from a perspective observational active surveillance study. Puglia (Italy), season 2023/2024"
#21482,10.3390/cancers17121948,40563598,PMC12191419,,Fabbri 2025,2025,Cancers (Basel),Periodic Boosters of COVID-19 Vaccines Do Not Affect the Safety and Efficacy of Immune Checkpoint Inhibitors for Advanced Non-Small Cell Lung Cancer: A Longitudinal Analysis of the Vax-On-Third Study
#23868,10.3390/children12060678,40564636,PMC12190996,,Prasertsakul 2025,2025,Children (Basel),Factors Associated with COVID-19 Infection Related Multisystem Inflammatory Syndrome in Children: A Multicenter Matched Case-Control Study
#2043,10.1093/ofid/ofaf334,40567998,,,LaVerriere 2025,2025,Open Forum Infectious Diseases,"Genomic Epidemiology of Respiratory Syncytial Virus in a New England Hospital System, 2024"
#1130,10.3390/vaccines13060623,40573954,PMC12197746,,Estrella-Porter 2025,2025,Vaccines (Basel),Post-Marketing Surveillance of Nirsevimab: Safety Profile and Adverse Event Analysis from Spain's 2023-2024 RSV Immunisation Campaign
#24371,10.1016/j.vaccine.2025.127429,40578174,,,Shinjoh 2025,2025,Vaccine,"Influenza vaccination in Japanese children, 2024/25: Effectiveness of inactivated vaccine and limited use of newly introduced live-attenuated vaccine"
#39863,10.1007/s40121-025-01185-4,40591130,PMC12339817,,Diya 2025,2025,Infect Dis Ther,Safety and Immunogenicity of Monovalent Omicron KP.2-Adapted BNT162b2 COVID-19 Vaccine in Adults: Single-Arm Substudy from a Phase 2/3 Trial
#39405,10.1038/s41598-025-04049-6,40592905,PMC12215190,,Jeong 2025,2025,Sci Rep,Global estimates of vaccine-associated narcolepsy from 1967 to 2023
#39866,10.1186/s12879-025-11254-1,40624462,PMC12232647,,Prabhu 2025,2025,BMC Infect Dis,"Safety comparison of mRNA, viral vector, and inactivated Covid-19 vaccines: incidence of adverse events following primary and booster doses among medical professionals in Malaysia"
#38986,10.1038/s41598-025-10633-7,40634642,PMC12241609,,Mutter 2025,2025,Sci Rep,Association between influenza vaccine effectiveness and chronic diseases among older adults with dementia
#22678,10.4178/epih.e2025034,40635461,,,Lee 2025,2025,Epidemiol Health,Identifying adverse reactions following COVID-19 vaccination from data collected through active surveillance: a text mining approach
#39867,10.1080/21645515.2025.2525603,40641250,PMC12258169,,Li 2025,2025,Hum Vaccin Immunother,The safety of co-administration of recombinant zoster vaccine (Shingrix) and influenza vaccines in the elderly in VAERS during 2018-2024
#21621,10.1371/journal.pone.0326231,40644466,PMC12250466,,Frankenthal 2025,2025,PLoS One,Evaluation of adverse events and comorbidity exacerbation following the COVID-19 booster dose: A national survey among randomly-selected booster recipients
#39217,10.1016/j.jamda.2025.105760,40651496,,,Popham 2025,2025,J Am Med Dir Assoc,Disproportionate Impact of Respiratory Syncytial Virus (RSV) Among Older Adults in Long-Term Care Settings
#39349,10.1080/09286586.2025.2522724,40658089,,,Sumer 2025,2025,Ophthalmic Epidemiol,Evaluation of the Effects of mRNA-COVID 19 Vaccines on Corneal Endothelium
#39260,10.1016/j.vaccine.2025.127483,40660660,PMC12305427,,Reeves 2025,2025,Vaccine,Effectiveness of 2023-2024 seasonal influenza vaccine against influenza-associated emergency department and urgent care encounters among pregnant and non-pregnant women of reproductive age
#38977,10.1002/ppul.71059,40662491,PMC12261432,,Guerrero-Del-Cueto 2025,2025,Pediatr Pulmonol,Assessing the Impact of Nirsevimab Immunization on RSV Bronchiolitis Hospital Admissions and Their Severity: A Case-Control Study and Comparison With Pre- and Post-COVID-19 Seasons in a Tertiary Pediatric Hospital
#39341,10.1038/s41467-025-61613-4,40664645,PMC12264068,,Pan 2025,2025,Nat Commun,Evaluating the safety of XBB.1.5-containing COVID-19 mRNA vaccines using a self-controlled case series study
#37186,10.3389/fpubh.2025.1520821,40672927,PMC12263602,,Tursinov 2025,2025,Front Public Health,"COVID-19 vaccination pharmacovigilance in Khojaly district, Uzbekistan: an epidemiological evaluation"
#32258,10.1016/j.pmedr.2025.103150,40678810,PMC12269873,,Li 2025,2025,Prev Med Rep,"Post-licensure safety of respiratory syncytial virus vaccines, Vaccine Adverse Event Reporting System, United States, May 2023-December 2024"
#39029,10.1016/s2352-4642(25)00155-5,40690922,,,Williams 2025,2025,Lancet Child Adolesc Health,"Bivalent prefusion F vaccination in pregnancy and respiratory syncytial virus hospitalisation in infants in the UK: results of a multicentre, test-negative, case-control study"
#3965,10.1016/S2352-4642(25)00155-5,40690922,,,Williams 2025,2025,Lancet Child Adolesc Health,"Bivalent Prefusion F Vaccination in Pregnancy and Respiratory Syncytial Virus Hospitalisation in Infants: Results of a Prospective, Multi-Centre, Test-Negative Study"
#39722,10.1016/j.vaccine.2025.127514,40714528,,,Omole 2025,2025,Vaccine,"A phase 3 randomized, double-blind clinical study to evaluate the safety and immunogenicity of V116 when administered concomitantly with influenza vaccine in adults 50 years of age or older"
#39963,10.1016/j.vaccine.2025.127548,40716143,,,Xu 2025,2025,Vaccine,Tinnitus risk after COVID-19 XBB.1.5 vaccination: A self-controlled case series study
#39868,10.1001/jamanetworkopen.2025.23557,40720126,PMC12305385,,Andersson 2025,2025,JAMA Netw Open,Safety of JN.1-Updated mRNA COVID-19 Vaccines
#39262,10.1093/jpids/piaf069,40736196,PMC12392406,,Nguyen 2025,2025,J Pediatric Infect Dis Soc,"Effectiveness of cell culture-based influenza vaccine, 2023-2024"
#39547,10.1001/jama.2025.11534,40736730,PMC12311823,,Silverman 2025,2025,Jama,Influenza-Associated Acute Necrotizing Encephalopathy in US Children
#39961,10.1007/s11739-025-04054-7,40739393,,,Donadini 2025,2025,Intern Emerg Med,Thrombotic events after vaccination for covid-19 in Italy: a report from the Italian society on thrombosis and haemostasis registry
#2068,10.1093/pch/pxae101,40756534,PMC12316524,,Lee 2025,2025,PAEDIATRICS & CHILD HEALTH,Safety and health care utilization following COVID-19 vaccination (BNT162b2) among children and youth with juvenile idiopathic arthritis and inflammatory bowel disease: A population-based study
#6030,10.1016/j.cegh.2024.101689,,,,ElHilali 2024,2024,Clinical Epidemiology and Global Health,Adverse effects of COVID-19 vaccines in the Moroccan adults and children during the pandemic
#77,10.1016/j.cegh.2025.101975,,,,AhmedAlQahtani 2025,2025,Clinical Epidemiology and Global Health,"Short and long-term side effects of eligible COVID-19 vaccines in Saudi Arabia, Southern Region, 2023"
#3434,10.1016/j.eimc.2025.03.006,40467410,,,Silva-Afonso 2025,2025,ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,Effectiveness of immunization strategies for preventing severe acute respiratory infection during the 2023/2024 season in a Spanish health department
#4459,10.1016/j.imu.2024.101564,,,,Al-Rousan 2024,2024,Informatics in Medicine Unlocked,"Evaluation of the effects of MERCK, MODERNA, PFIZER/BioNTech, and JANSSEN COVID-19 vaccines on vaccinated people: A metadata analysis"
#2845,10.1016/j.jvacx.2025.100645,,,,Pakanen 2025,2025,VACCINE: X,COVID-19 vaccination as a rare potential etiology for cause of death after medicolegal autopsy. A Finnish nationwide study
#1013,10.1016/j.jvacx.2025.100647,,,,Domnich 2025,2025,VACCINE: X,Enhanced safety surveillance of the adjuvanted respiratory syncytial virus vaccine among Italian older adults
#2956,10.1016/j.lanepe.2025.101334,40950943,PMC12426819,,Perramon-Malavez 2025,2025,The Lancet Regional Health - Europe,Real-world impact of nirsevimab immunisation against respiratory disease on emergency department attendances and admissions among infants: a multinational retrospective analysis
#4532,10.1016/j.vacun.2024.04.004,,,,Almodóvar-Fernández 2024,2024,Vacunas,SARS-CoV-2 vaccination effect over coagulation in 60s patients treated with acenocumarol
#8551,10.15789/2220-7619-SAE-17550,,,https://iimmun.ru/iimm/article/view/17550,Meidani 2024,2024,Russian Journal of Infection and Immunity,SAFETY AND EFFECTIVENESS OF SINGLE- VERSUS DOUBLE-DOSE OF SEASONAL INFLUENZA VACCINE IN KIDNEY TRANSPLANT RECIPIENTS: A RANDOMIZED CLINICAL TRIAL
#8692,10.17966/JMI.2024.29.3.117,,,,Moon 2024,2024,Journal of Mycology and Infection,"Cutaneous Manifestations of COVID-19 Vaccination and COVID-19 Infection: a Questionnaire-based, Multi-center Study in Korea"
#38920,10.23958/ijirms/vol09-i11/1982,,,,Rogers 2024,2024,International Journal of Innovative Research in Medical Science,COVID-19 Vaccines: A Risk Factor for Cerebral Thrombotic Syndromes
#8197,10.24875/CIRUE.M23000425,,,,López-Contreras 2023,2023,Cirugia y Cirujanos,Incidence and factors associated with early and late adverse reactions after the first dose of Pfizer-BioNTech vaccine among healthcare workers
#4110,10.4103/apjtm.apjtm_253_24,,,,Yildirim 2025,2025,Asian Pacific Journal of Tropical Medicine,COVID-19 vaccination in patients on biologic or targeted-synthetic disease modifying anti-rheumatic drug therapy: A multi center real-world data
#11374,10.4274/BMB.galenos.2024.2024-03-030,,,,YumruÇeliksoy 2024,2024,Bagcilar Medical Bulletin,Impact of Pfizer-BioNTech COVID-19 Vaccination on the Menstrual Cycle
#9094,10.5114/pja.2024.138498,,,,Özdemir 2024,2024,Alergologia Polska - Polish Journal of Allergology,The effect of COVID-19 and COVID-19 vaccines on chronic spontaneous urticaria: single center experience
#4744,10.52142/omujecm.41.2.13,,,,Aydin 2024,2024,Journal of Experimental and Clinical Medicine (Turkey),"Effect of COVID-19 mRNA vaccine on serum AMH, TSH, FSH and LH concentrations"
#6043,10.53555/6vk1cf91,,,,Elemuwa 2024,2024,Journal of Population Therapeutics and Clinical Pharmacology,TRENDS OF COVID-19 VACCINE ADVERSE EVENT FOLLOWING IMMUNIZATION (AEFI): A ONE-YEAR RETROSPECTIVE REVIEW USING THE PASSIVE SURVEILLANCE DATA IN THE NIGERIAN NATIONAL DATABASE (VIGIFLOW)
#1175,10.53555/thn9g804,,,,Fatima 2025,2025,Journal of Population Therapeutics and Clinical Pharmacology,MENSTRUAL IRREGULARITIES IN WOMEN AFTER COVID-19 INFECTION AND VACCINATION: A COMMUNITY BASED STUDY AMONG DUBAI HOSPITAL FEMALE STAFF AND WOMEN ATTENDING GYNECOLOGY CLINIC AND EMERGENCY
#4320,,,,https://scielo.sld.cu/pdf/vac/v33/1025-0298-vac-33-e073324.pdf,Abdurakhmanov 2024,2024,VacciMonitor,Effect of inactivated and mRNA COVID-19 vaccines on thrombocytopenia in immune thrombocytopenia patients
#7061,,,,https://www.rmj.org.pk/fulltext/27-1689839434.pdf?1758757809,Imran 2024,2024,RAWAL MEDICAL JOURNAL,Adverse effects following Covid 19 vaccination among students of a Private Medical College
