Record,Field,User,Datetime,Comment
87,rob_type,stodd046,"2025-08-29 12:40:00","From active surveillance networks (RSV-Associated Hospitalization Surveillance Network (RSV-NET) and New Vaccine Surveillance Network (NVSN)), authors form 3 subgroups of patients to compare hospitalization rates from 2 different time points - 2018-20 and 2024-25 seasons. "
88,ve_infant_unvax_y,ncmccann.bu.edu,"2025-07-30 09:14:37","Conversely, in the control group, we observed 10 hospital emer-
gency visits, 34 hospital admissions and 14 ICU admissions"
88,ve_infant_vax_y,ncmccann.bu.edu,"2025-07-30 09:14:11","""Among infants immunized with nirsevimab, there were 56 
hospital emergency visits for RSV-associated bronchiolitis, 109 
hospital admissions and 25 ICU admissions"
89,date_start_month,emeyerowit.montefiore.org,"2025-07-29 06:53:59","Non-continuous study period."
89,nos_coh_1,stodd046,"2025-09-02 17:12:26","exposed and unexposed cohorts are comprised of children under 24 months who attended the ED in 6 different study locations. Exposed is after nirsimivab introduction and unexposed is the time before introduction."
89,nos_coh_5,stodd046,"2025-09-02 17:18:22","stratified by age"
89,nos_coh_7,stodd046,"2025-09-02 17:22:13","Since we dont know when or if the participants received nirsimivab, we don't know whether f/u time was sufficient"
89,nos_xs_2,stodd046,"2025-09-02 17:28:19","large data sets pulled from ED visits and admissions at 6 different sites"
89,nos_xs_3,stodd046,"2025-09-02 17:28:59","Diagnosis codes, which allows for some variability"
89,rob_outcome_ve,stodd046,"2025-09-02 16:55:42","Emergency department attendances and admissions"
89,rob_screen2,stodd046,"2025-09-02 17:02:21","Authors stratified results by age groups"
89,rob_type,stodd046,"2025-09-02 17:25:51","Authors describe this study as a cohort but it is really just surveillance data with no individual level factors matched (besides age and hospital of admission) and no exposure confirmation"
89,ve_child_vax_n,ncmccann.bu.edu,"2025-07-30 09:32:53","summed the 2 older age groups"
92,population,ncmccann.bu.edu,"2025-07-30 12:00:29","< 21 years"
94,nos_coh_6,moat0011,"2025-09-03 15:42:03","Influenza/ILI episodes were identified using an artificial intelligence-
driven algorithm. This algorithm incorporated both structured clinical
diagnoses (ICD-9-CM codes: 487, 487.0, 487.1, 487.8) and unstructured
free text from medical charts. A custom-developed and validated Natural
Language Processing (NLP) algorithm, trained on a comprehensive,
gold-standard labeled dataset, was employed to ensure accurate case
identification within our study population. The algorithm demonstrated
excellent performance, achieving an accuracy of approximately 99 %"
94,ve_child_em_adj,emeyerowit.montefiore.org,"2025-07-29 14:46:12","Adjusted for sex, age at the start of each influenza season, Italian region of birth, deprivation index, comorbidities, and influenza vaccination status, number of influenza/ILI episodes, antibiotic therapies, and primary care visits in the preceding season of interest"
94,ve_child_em_adj_v2,emeyerowit.montefiore.org,"2025-07-29 14:48:47","adjusted in same way as before"
94,ve_child_em_ci,emeyerowit.montefiore.org,"2025-07-29 14:45:10",adjusted
94,ve_child_em_ci_v2,emeyerowit.montefiore.org,"2025-07-29 14:48:51",adjusted
95,population,emeyerowit.montefiore.org,"2025-07-30 08:59:41","Note according to Table 6, 28/32 are < 6 months"
95,ve_infant_vax_n,emeyerowit.montefiore.org,"2025-07-30 09:05:03","Table 6 - total number cases < 6 months"
95,ve_maternalvax,emeyerowit.montefiore.org,"2025-07-30 08:45:49","Note from page 2: "" It is important to note that a maternal immunisation programme against RSV had not yet been implemented in Spain at the time of this study"""
95,ve_overall_unvax_n,emeyerowit.montefiore.org,"2025-07-30 09:04:25","Table 6 - total controls"
95,ve_overall_vax_n,emeyerowit.montefiore.org,"2025-07-30 08:57:36","Table 6 - total number cases"
97,rob2_msmt2,nebasta,"2025-09-07 20:49:14","participants knew their intervention group and their past vaccination status, such knowledge could affect reporting of AEs"
97,rob2_random3,nebasta,"2025-09-07 20:47:06","group 3 mean age is higher (prior vaccination group)"
97,rob2_result4,nebasta,"2025-09-07 20:51:34","Some concerns based on no information regarding analysis plan/unblinded trial"
98,nos_cc_4,ulric063,"2025-09-25 21:08:24","Updating to 'no history of disease' to align with guidance"
98,nos_cc_5,moat0011,"2025-09-03 14:54:33","E was adjusted for sex, age, comorbidity, area,
month of onset, and diagnostic methods, as analyzed previously ["
98,nos_cc_6,moat0011,"2025-09-03 14:54:48","To
determine vaccine status, we queried guardians and/or confirmed using
the Maternal and Child Health Handbook provided by local govern-
ments"
98,nos_cc_8,moat0011,"2025-09-03 14:56:06","For statistical analysis, 52 cases were excluded from further adjusted
analysis: 39 had received their first dose of the vaccine within 2 weeks
prior to onset, and 13 had unknown immunization status."
99,nos_cc_2,ulric063,"2025-09-08 16:26:23","Children immunized with only one dose within 2 weeks before onset were excluded.  Children who had taken anti-influenza drugs before the visit were excluded."
99,nos_cc_4,ulric063,"2025-09-25 21:10:58","Updating to 'no history of disease' to align with guidance"
99,ve_vax_type,emeyerowit.montefiore.org,"2025-07-30 09:22:05","Note 16 received LAIV, but were excluded from analysis"
100,nos_coh_4,flemi644,"2025-09-03 17:10:10","paper does not state myocarditis/pericarditis were ruled out at baseline"
100,nos_coh_8,flemi644,"2025-09-03 17:12:34","Low survey completion rate. non-response may bias follow-up"
101,nos_cc_5,flemi644,"2025-08-28 12:39:18","Adjusted models; key confounders include age and comorbidity burden.

Sex, race/ethnicity, BMI, prior documented infection, health-care utilization, influenza vaccination, etc"
101,ve_child_vax_n,emeyerowit.montefiore.org,"2025-07-30 10:46:55","Use supplementary figure 1 for next sections"
101,ve_overall_vax_n_2,emeyerowit.montefiore.org,"2025-07-30 10:37:24","Includes hospitalization and ED/urgent care visits"
101,ve_overall_vax_n_2_v2_v3,emeyerowit.montefiore.org,"2025-07-30 10:46:30","Calculated from supplementary Figure 1"
101,ve_vax_type,emeyerowit.montefiore.org,"2025-07-30 10:39:35","For ages 5-11"
102,author,emeyerowit.montefiore.org,"2025-07-30 11:35:48","Note - article in COVIDENCE is wrong. Need to pull it up either in Zotero or online from CID"
102,nos_cc_5,flemi644,"2025-08-29 11:07:36","notable that underlying conditions were captured but not included in the primary adjustment set"
102,ve_adult_vax_n_3,emeyerowit.montefiore.org,"2025-07-30 11:33:56","Note this is for ages >/= to 18. Not disaggregated by age >65"
103,ae_incidence_yn,harleen.k.marwah.gmail.com,"2025-07-28 17:45:49","Provides information on number of myocarditis cases w/ COVID vaccine but not otherwise in the population. ""Among 168 confirmed cases, 73 (43%) were COVID-19 mRNA vaccine-proximate cases, 47 (28%) were remotely vaccinated, 39 (23%) were unvaccinated, and 9 (5%) had unknown vaccination status"""
103,ae_vax_type,harleen.k.marwah.gmail.com,"2025-07-28 17:43:57","""mRNA COVID vaccines"""
103,nos_coh_1,flemi644,"2025-08-29 11:25:40","cases only at tertiary pediatric IMPACT centers (not population-based), so vaccinated ""cohort"" members seeking non-tertiary/outpatient care are underrepresented."
103,nos_xs_1,flemi644,"2025-08-29 11:38:48","ascertainment of hospitalized/ED cases, but the network is not population-based, potentially biasing toward more severe presentations; milder outpatient cases are not captured"
103,nos_xs_2,flemi644,"2025-08-29 11:54:13","prospective surveillance with descriptive analyses and no hypothesis testing/power statement reported (captured all eligible cases over the period)"
104,date_start_month,emeyerowit.montefiore.org,"2025-07-29 15:55:51","Included RSV seasons 2019, 2022, and 2024 (non-continuous study period)"
104,nos_coh_5,flemi644,"2025-08-29 12:06:58","Note: No clear adjustment for socio-economic/health-care-seeking proxies"
104,ve_outcome_prime_txt,emeyerowit.montefiore.org,"2025-07-29 16:07:38","In Supplementary Table 5"
104,ve_overall_em_adj,emeyerowit.montefiore.org,"2025-07-29 16:13:48","""The effectiveness of nirsevimab was estimated using the stratified Cox proportional hazards model with time-variant covariates, including age, sex, wga, region and rurality in the stratification"""
105,date_end_month,emeyerowit.montefiore.org,"2025-07-30 12:59:26","day 56"
105,rob_screen2,flemi644,"2025-08-29 12:32:54","A bit on the fence, the only comparator was patients who had not previously received an Influenza vaccination, but all AE subjects received at least one vaccination."
105,rob2_data1,flemi644,"2025-08-29 12:43:58","all 240 received ≥1 dose and were in the safety analysis), but diary completeness not quantified"
105,rob2_interv1,flemi644,"2025-08-29 12:38:51","open-label; self-report"
105,rob2_interv6,flemi644,"2025-08-29 12:40:20","included all vaccinated participants"
105,rob2_msmt5,flemi644,"2025-08-29 12:46:39","subjective pain"
105,rob2_random1,flemi644,"2025-08-29 12:37:18","Non-randomized; participants were grouped by prior vaccination history, and all received IIV4"
105,rob2_random2,flemi644,"2025-08-29 12:37:43","Open-label, non-randomized"
105,rob2_random4,ulric063,"2025-09-20 12:40:38","This was a non-randomized Phase IV study"
105,rob2_result2,flemi644,"2025-08-29 12:57:05","pre-specified solicited local AE set"
106,domain,harleen.k.marwah.gmail.com,"2025-08-01 09:41:11","VE on long COVID"
106,nos_coh_1,flemi644,"2025-08-29 13:23:49","academic pediatric network across many U.S. centers"
106,ve_em_type,harleen.k.marwah.gmail.com,"2025-08-01 09:44:28","effectiveness was reported as (1-relative risk)*100 and mediating effects were reported as relative risks"
106,ve_overall_em,harleen.k.marwah.gmail.com,"2025-08-01 09:48:53","During the Delta variant phase, the BNT162b2 vaccine exhibited an estimated overall vaccine effectiveness against long COVID of 95.4% (95% CI: 90.9%-97.7%) among adolescents."
106,ve_overall_em_2,harleen.k.marwah.gmail.com,"2025-08-01 09:50:02","During the Omicron phase, the estimated overall vaccine effectiveness against long COVID was 60.2% (95% CI: 40.3%-73.5%) for children"
106,ve_overall_em_3,harleen.k.marwah.gmail.com,"2025-08-01 09:50:56","For adolescents, it was 75.1% (95% CI: 50.4%-87.5%)"
106,ve_overall_vax_n_2,harleen.k.marwah.gmail.com,"2025-08-01 09:53:10","Table 2"
106,ve_overall_vax_n_3,harleen.k.marwah.gmail.com,"2025-08-01 09:53:04","Table 2"
106,ve_vax_type,harleen.k.marwah.gmail.com,"2025-08-01 09:43:30","VE on long COVID"
107,nos_cc_1,flemi644,"2025-08-29 15:17:45","defined via post-infection survey; guardian-reported; no blinded clinical adjudication."
107,nos_cc_5,flemi644,"2025-08-29 15:19:09","Age and acute illness severity

also sex, baseline health, time from infection to survey"
107,nos_cc_6,flemi644,"2025-08-29 15:20:44","Secure record when available (vaccine cards uploaded; registry/medical record verification); otherwise self-report. Overall mixed but largely record-verified."
107,nos_cc_8,flemi644,"2025-08-29 15:22:11","equivalence by case/control status not established. >10% lost to follow-up; characteristics of non-responders compared, but PCC status among non-responders is unknown"
107,ve_overall_em_adj,emeyerowit.montefiore.org,"2025-08-27 19:22:30","AdjustedORestimatedusinglogisticregressionwithunvaccinatedasreferentgroupadjustedforsex,ageatinfection,numberofsymptomsexperiencedduringinfection,self-rated
 health at baseline, and time betweeninfection andsurveycompletion."
107,ve_overall_em_ci,emeyerowit.montefiore.org,"2025-08-27 19:22:37","adjusted CI"
109,ae_outcome1_vax_n,harleen.k.marwah.gmail.com,"2025-07-29 12:33:36","# of doses (not # of vaccinated)"
111,nos_coh_4,calba1.mgh.harvard.edu,"2025-09-08 12:57:56","Depends on outcome. For analyses assessing new-onset thyroid dysfunction, they required no ICD-10 relevant codes/medications in prior 12 months to classify as ""new-onset"" - leaving as ""No"" because there is chance for inappropriate classification with this approach AND other outcomes do not specifically require that outcome was not present at start of observation period."
111,rob_type,nebasta,"2025-09-27 21:10:17","Authors note ""We performed a self-controlled case series (SCCS) analysis to assess the association between COVID-19 vaccination and thyroid-related outcomes in various subgroup populations."""
112,ae_incidence_yn,harleen.k.marwah.gmail.com,"2025-07-29 17:57:23","one case of nonserious, moderate, probable acute myocarditis resolved by 8 days from symptom onset"
112,ae_outcome,harleen.k.marwah.gmail.com,"2025-07-29 17:58:05","An independent cardiac event adjudication committee (CEAC) reviewed suspected cases of myocarditis and pericarditis to determine if they met Centers for Disease Control and Prevention (CDC) criteria of ""probable"" or ""confirmed"" events"
112,ae_outcome1_longterm_yn,harleen.k.marwah.gmail.com,"2025-07-29 17:58:35","One AE of chest pain was adjudicated as probable myocarditis; this event was mild and self-limited, with no evidence of sequelae, which is consistent with most cases of myocarditis postvaccination."
112,rob_outcome_ae,nebasta,"2025-09-06 14:27:00","Authors note this is ""probable acute myocarditis"""
112,rob_screen1,nebasta,"2025-09-06 14:24:30","The authors note ""Long-term analyses of safety, immunogenicity, and COVID-19 incidence endpoints were summarized descriptively by treatment without comparing the placebo-mRNA-1273 and mRNA-1273 groups."" 

Based on this info, selected no comparator group for this study.

All other TeenCOVE studies were assessed as having no comparator group via the AE-NSI list. This decision is consistent with that assessment."
113,domain_ae_include_yn,harleen.k.marwah.gmail.com,"2025-07-29 15:10:07","The study has a category called ""Adverse events of special interest."" In the supplementary materials (available online), Appendix 4/Table 17/page 192 lists out the AESIs and includes Guillain-Barre Syndrome on the list. However, there is no disaggregation of AESIs so cannot draw any conclusions about the specific AEs listed."
114,domain_ae_include_vax,harleen.k.marwah.gmail.com,"2025-07-29 13:16:13","booster dose"
116,ae_vax_type,harleen.k.marwah.gmail.com,"2025-07-28 13:49:45","About Pfizer BA.1 or BA.4/5 vaccine"
116,nos_xs_1,ejholmes,"2025-09-02 12:54:01","Low response rate (< 3%)"
116,nos_xs_2,ejholmes,"2025-09-02 12:54:17","No ideal sample size mentioned"
116,nos_xs_3,ejholmes,"2025-09-02 12:54:41","Attempts to confirm reported AESIs via independent validation"
116,rob_screen2,ejholmes,"2025-09-02 12:53:00","Results stratified by age/sex"
117,nos_coh_1,ejholmes,"2025-09-03 14:28:05","Small sample of adolescents recruited"
