"id_redcap","id_covidence","article","virus","covid","rsv","flu","population","preg","infant","child","adult","elder","immunocomp","rob","study_design","published_year","journal","pmid","pmcid","doi","link","title"
81,"#2559","Moline 2025","RSV",0,1,0,"Pediatric",0,1,1,0,0,0,"Moderate","Case-control",2025,"JAMA Pediatr",39652359,"PMC11667569","10.1001/jamapediatrics.2024.5572","https://pmc.ncbi.nlm.nih.gov/articles/PMC11667569","Respiratory Syncytial Virus Disease Burden and Nirsevimab Effectiveness in Young Children From 2023-2024"
82,"#8693","Moor 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"Biol Sex Differ",39327617,"PMC11426002","10.1186/s13293-024-00651-x","https://pmc.ncbi.nlm.nih.gov/articles/PMC11426002","Sex differences in symptoms following the administration of BNT162b2 mRNA COVID-19 vaccine in children below 5 years of age in Germany (CoVacU5): a retrospective cohort study"
83,"#2751","Nunez 2025","RSV",0,1,0,"Pediatric",0,1,1,0,0,0,"Low","Case-control",2025,"Euro Surveill",39916606,,"10.2807/1560-7917.Es.2025.30.5.2400596","https://pubmed.ncbi.nlm.nih.gov/39916606","Effectiveness of catch-up and at-birth nirsevimab immunisation against RSV hospital admission in the first year of life: a population-based case-control study, Spain, 2023/24 season"
85,"#2768","Ocana de Sentuary 2025","RSV",0,1,0,"Pediatric",0,1,0,0,0,0,"High","Observational - other",2025,"eClinicalMedicine",39726670,"PMC11669793","10.1016/j.eclinm.2024.102986","https://pmc.ncbi.nlm.nih.gov/articles/PMC11669793","Acceptance and safety of the RSV-preventive treatment of newborns with nirsevimab in the maternity department: a prospective longitudinal cohort study in France"
87,"#2916","Patton 2025","RSV",0,1,0,"Pediatric",0,1,1,0,0,0,"Low","Observational - other",2025,"MMWR Morb Mortal Wkly Rep",40338822,"PMC12061057","10.15585/mmwr.mm7416a1","https://pmc.ncbi.nlm.nih.gov/articles/PMC12061057","Interim Evaluation of Respiratory Syncytial Virus Hospitalization Rates Among Infants and Young Children After Introduction of Respiratory Syncytial Virus Prevention Products - United States, October 2024-February 2025"
88,"#2957","Perramon-Malavez 2025","RSV",0,1,0,"Pediatric",0,1,0,0,0,0,"Low","Cohort",2025,"Pediatr Infect Dis J",39823640,,"10.1097/inf.0000000000004672","https://pubmed.ncbi.nlm.nih.gov/39823640","Effectiveness of Nirsevimab Immunoprophylaxis Against Respiratory Syncytial Virus-related Outcomes in Hospital Care Settings: A Seasonal Cohort Study of Infants in Catalonia, Spain"
89,"#2956","Perramon-Malavez 2025","RSV",0,1,0,"Pediatric",0,1,1,0,0,0,"Low","Observational - other",2025,"The Lancet Regional Health - Europe",40950943,"PMC12426819","10.1016/j.lanepe.2025.101334","https://pmc.ncbi.nlm.nih.gov/articles/PMC12426819","Real-world impact of nirsevimab immunisation against respiratory disease on emergency department attendances and admissions among infants: a multinational retrospective analysis"
90,"#9295","Pham-Huy 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"Vaccine",39003104,,"10.1016/j.vaccine.2024.06.057","https://pubmed.ncbi.nlm.nih.gov/39003104","Short- and long-term outcomes of cardiac adverse events following COVID-19 immunization managed in a Canadian pediatric center"
92,"#23868","Prasertsakul 2025","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Case-control",2025,"Children (Basel)",40564636,"PMC12190996","10.3390/children12060678","https://pmc.ncbi.nlm.nih.gov/articles/PMC12190996","Factors Associated with COVID-19 Infection Related Multisystem Inflammatory Syndrome in Children: A Multicenter Matched Case-Control Study"
94,"#3135","Rigamonti 2025","Influenza",0,0,1,"Pediatric",0,0,1,0,0,0,"Low","Cohort",2025,"Vaccine",40023131,,"10.1016/j.vaccine.2025.126946","https://pubmed.ncbi.nlm.nih.gov/40023131","Real-world effectiveness of influenza vaccination in preventing influenza and influenza-like illness in children"
95,"#3137","Rius-Peris 2025","RSV",0,1,0,"Pediatric",0,1,1,0,0,0,"Moderate","Observational - other",2025,"Acta Paediatr",40135713,,"10.1111/apa.70066","https://pubmed.ncbi.nlm.nih.gov/40135713","Nirsevimab Immunisation Significantly Reduces Respiratory Syncytial Virus-Associated Bronchiolitis Hospitalisations and Alters Seasonal Patterns"
97,"#10102","Shi 2023","Influenza",0,0,1,"Pediatric",0,0,1,0,0,0,"Moderate","RCT",2023,"Vaccines",37896989,"PMC10611167","10.3390/vaccines11101586","https://pmc.ncbi.nlm.nih.gov/articles/PMC10611167","Immunogenicity and Safety of One versus Two Doses of Quadrivalent Inactivated Influenza Vaccine (IIV4) in Vaccine-Unprimed Children and One Dose of IIV4 in Vaccine-Primed Children Aged 38 Years"
98,"#10114","Shinjoh 2024","Influenza",0,0,1,"Pediatric",0,0,1,0,0,0,"Low","Case-control",2024,"Vaccine",39178768,,"10.1016/j.vaccine.2024.126241","https://pubmed.ncbi.nlm.nih.gov/39178768","Effectiveness of inactivated influenza vaccine in children during the 2023/24 season: The first season after relaxation of intensive COVID-19 measures"
99,"#24371","Shinjoh 2025","Influenza",0,0,1,"Pediatric",0,0,1,0,0,0,"Low","Case-control",2025,"Vaccine",40578174,,"10.1016/j.vaccine.2025.127429","https://pubmed.ncbi.nlm.nih.gov/40578174","Influenza vaccination in Japanese children, 2024/25: Effectiveness of inactivated vaccine and limited use of newly introduced live-attenuated vaccine"
100,"#18764","Soe 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Cohort",2024,"Lancet Reg Health Am",39659558,"PMC11629564","10.1016/j.lana.2024.100949","https://pmc.ncbi.nlm.nih.gov/articles/PMC11629564","mRNA COVID-19 vaccine safety among children and adolescents: a Canadian National Vaccine Safety Network cohort study"
101,"#19017","Tartof 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"Low","Case-control",2024,"JAMA Netw Open",39666343,"PMC11638790","10.1001/jamanetworkopen.2024.49944","https://pmc.ncbi.nlm.nih.gov/articles/PMC11638790","BNT162b2 XBB Vaccine for COVID-19 Among Children 5-17 Years of Age"
102,"#19044","Tenforde 2024","Influenza",0,0,1,"Pediatric",0,0,1,1,1,0,"Low","Case-control",2024,"Clin Infect Dis",39656838,"PMC12287760","10.1093/cid/ciae597","https://pmc.ncbi.nlm.nih.gov/articles/PMC12287760","Influenza vaccine effectiveness against hospitalizations and emergency department or urgent care encounters for children, adolescents, and adults during the 2023-2024 season, United States"
102,"#19044","Tenforde 2024","Influenza",0,0,1,"Adult",0,0,1,1,1,0,"Low","Case-control",2024,"Clin Infect Dis",39656838,"PMC12287760","10.1093/cid/ciae597","https://pmc.ncbi.nlm.nih.gov/articles/PMC12287760","Influenza vaccine effectiveness against hospitalizations and emergency department or urgent care encounters for children, adolescents, and adults during the 2023-2024 season, United States"
103,"#24752","Top 2025","COVID",1,0,0,"Pediatric",0,1,1,0,0,0,"Low","Observational - other",2025,"J Pediatr",40373954,,"10.1016/j.jpeds.2025.114642","https://pubmed.ncbi.nlm.nih.gov/40373954","Active Surveillance for Myocarditis and Pericarditis in Canadian Children from 2021 to 2022: A Canadian Immunization Monitoring Program ACTive Study"
104,"#3727","Torres 2025","RSV",0,1,0,"Pediatric",0,1,1,0,0,0,"Low","Cohort",2025,"Lancet Infect Dis",40513593,,"10.1016/s1473-3099(25)00233-6","https://pubmed.ncbi.nlm.nih.gov/40513593","Effectiveness and impact of nirsevimab in Chile during the first season of a national immunisation strategy against RSV (NIRSE-CL): a retrospective observational study"
105,"#3948","Wen 2025","Influenza",0,0,1,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2025,"Hum Vaccin Immunother",39993940,"PMC11853548","10.1080/21645515.2025.2468074","https://pmc.ncbi.nlm.nih.gov/articles/PMC11853548","Immunogenicity and safety of 1 versus 2 doses of quadrivalent-inactivated influenza vaccine in children aged 3-8 years with or without previous influenza vaccination histories"
106,"#25149","Wu 2025","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"Low","Cohort",2025,"EClinicalMedicine",39720603,"PMC11667630","10.1016/j.eclinm.2024.102962","https://pmc.ncbi.nlm.nih.gov/articles/PMC11667630","Real-world effectiveness and causal mediation study of BNT162b2 on long COVID risks in children and adolescents"
106,"#25149","Wu 2025","COVID",1,0,0,"Adult",0,0,1,1,0,0,"Low","Cohort",2025,"EClinicalMedicine",39720603,"PMC11667630","10.1016/j.eclinm.2024.102962","https://pmc.ncbi.nlm.nih.gov/articles/PMC11667630","Real-world effectiveness and causal mediation study of BNT162b2 on long COVID risks in children and adolescents"
107,"#4131","Yousaf 2025","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"Low","Case-control",2025,"JAMA Netw Open",39992656,"PMC11851240","10.1001/jamanetworkopen.2024.59672","https://pmc.ncbi.nlm.nih.gov/articles/PMC11851240","COVID-19 Vaccination and Odds of Post-COVID-19 Condition Symptoms in Children Aged 5 to 17 Years"
109,"#4409","Ahn 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"Moderate","Cohort",2024,"J Korean Med Sci",39716863,"PMC11666327","10.3346/jkms.2024.39.e317","https://pmc.ncbi.nlm.nih.gov/articles/PMC11666327","Epidemiological Characteristics and Outcome of Myocarditis and Pericarditis Temporally Associated With BNT162b2 COVID-19 Vaccine in Adolescents: Korean National Surveillance"
111,"#13386","Bea 2024","COVID",1,0,0,"Pediatric",0,0,1,1,1,0,"Low","Observational - other",2024,"J Clin Endocrinol Metab",39657695,,"10.1210/clinem/dgae858","https://pubmed.ncbi.nlm.nih.gov/39657695","The Impact of COVID-19 Vaccination on Thyroid Disease in 7 Million Adult and 0.2 Million Adolescent Vaccine Recipients"
111,"#13386","Bea 2024","COVID",1,0,0,"Adult",0,0,1,1,1,0,"Low","Observational - other",2024,"J Clin Endocrinol Metab",39657695,,"10.1210/clinem/dgae858","https://pubmed.ncbi.nlm.nih.gov/39657695","The Impact of COVID-19 Vaccination on Thyroid Disease in 7 Million Adult and 0.2 Million Adolescent Vaccine Recipients"
112,"#6208","Figueroa 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"eClinicalMedicine",39091673,"PMC11293523","10.1016/j.eclinm.2024.102720","https://pmc.ncbi.nlm.nih.gov/articles/PMC11293523","Safety and durability of mRNA-1273induced SARS-CoV-2 immune responses in adolescents: results from the phase 2/3 TeenCOVE trial"
113,"#1212","Figueroa 2025","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2025,"Lancet Infect Dis",39332418,,"10.1016/s1473-3099(24)00501-2","https://pubmed.ncbi.nlm.nih.gov/39332418","Safety and immunogenicity of a single-dose omicron-containing COVID-19 vaccination in adolescents: an open-label, single-arm, phase 2/3 trial"
114,"#1210","Figueroa 2025","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2025,"Hum Vaccin Immunother",39836458,,"10.1080/21645515.2024.2436714","https://pubmed.ncbi.nlm.nih.gov/39836458","Safety and immunogenicity of an mRNA-1273 vaccine booster in adolescents"
115,"#6236","Fitzpatrick 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"Vaccine",38910092,,"10.1016/j.vaccine.2024.06.045","https://pubmed.ncbi.nlm.nih.gov/38910092","Revaccination outcomes among adolescents and adults with suspected hypersensitivity reactions following COVID-19 vaccination: A Canadian immunization research network study"
116,"#7598","Ko 2024","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2024,"Osong Public Health and Research Perspectives",38988090,"PMC11391368","10.24171/j.phrp.2024.0081","https://pmc.ncbi.nlm.nih.gov/articles/PMC11391368","Comparative safety of monovalent and bivalent mRNA COVID-19 booster vaccines in adolescents aged 12 to 17 years in the Republic of Korea"
119,"#3691","Thepveera 2025","COVID",1,0,0,"Pediatric",0,0,1,0,0,0,"High","Observational - other",2025,"Lupus",40156281,,"10.1177/09612033251331244","https://pubmed.ncbi.nlm.nih.gov/40156281","Disease exacerbation and COVID-19 following mRNA COVID-19 vaccination in adolescents with Systemic Lupus Erythematosus"
120,"#25300","Yoon 2025","COVID",1,0,0,"Pediatric",0,0,1,1,0,0,"High","Observational - other",2025,"Eur J Cardiovasc Nurs",40085436,,"10.1093/eurjcn/zvaf033","https://pubmed.ncbi.nlm.nih.gov/40085436","Health-related quality of life in adolescents with myocarditis and pericarditis after BNT162b2 COVID-19 vaccination: Korean national surveillance"
120,"#25300","Yoon 2025","COVID",1,0,0,"Adult",0,0,1,1,0,0,"High","Observational - other",2025,"Eur J Cardiovasc Nurs",40085436,,"10.1093/eurjcn/zvaf033","https://pubmed.ncbi.nlm.nih.gov/40085436","Health-related quality of life in adolescents with myocarditis and pericarditis after BNT162b2 COVID-19 vaccination: Korean national surveillance"
121,"#38922","Jimeno Ruiz 2024","RSV",0,1,0,"Pediatric",0,1,0,0,0,0,"High","Cohort",2024,"Vaccines",39460326,"PMC11510999","10.3390/vaccines12101160","https://pmc.ncbi.nlm.nih.gov/articles/PMC11510999","Evaluating the Effectiveness of Nirsevimab in Reducing Pediatric RSV Hospitalizations in Spain."
122,"#4622","Ann Costa Clemens 2024","COVID",1,0,0,"Adult",0,0,0,1,1,0,"Low","RCT",2024,"Vaccine",38762360,"PMC11252665","10.1016/j.vaccine.2024.05.009","https://pmc.ncbi.nlm.nih.gov/articles/PMC11252665","Interchangeability of different COVID-19 vaccine platforms as booster doses: A phase 3 study mimicking real-world practice"
123,"#4716","Athan 2024","RSV",0,1,1,"Adult",0,0,0,0,1,0,"Low","RCT",2024,"Clin Infect Dis",37992000,"PMC11093669","10.1093/cid/ciad707","https://pmc.ncbi.nlm.nih.gov/articles/PMC11093669","Safety and Immunogenicity of Bivalent RSVpreF Vaccine Coadministered With Seasonal Inactivated Influenza Vaccine in Older Adults"
123,"#4716","Athan 2024","Influenza",0,1,1,"Adult",0,0,0,0,1,0,"Low","RCT",2024,"Clin Infect Dis",37992000,"PMC11093669","10.1093/cid/ciad707","https://pmc.ncbi.nlm.nih.gov/articles/PMC11093669","Safety and Immunogenicity of Bivalent RSVpreF Vaccine Coadministered With Seasonal Inactivated Influenza Vaccine in Older Adults"
124,"#4880","Baum 2024","COVID",1,0,1,"Adult",0,0,0,1,1,0,"Low","RCT",2024,"Vaccine",38580516,,"10.1016/j.vaccine.2024.03.061","https://pubmed.ncbi.nlm.nih.gov/38580516","Detection of SARS-CoV-2-specific mucosal antibodies in saliva following concomitant COVID-19 and influenza vaccination in the ComFluCOV trial"
124,"#4880","Baum 2024","Influenza",1,0,1,"Adult",0,0,0,1,1,0,"Low","RCT",2024,"Vaccine",38580516,,"10.1016/j.vaccine.2024.03.061","https://pubmed.ncbi.nlm.nih.gov/38580516","Detection of SARS-CoV-2-specific mucosal antibodies in saliva following concomitant COVID-19 and influenza vaccination in the ComFluCOV trial"
125,"#416","Beller 2025","COVID",1,0,0,"Adult",0,0,0,1,1,0,"High","Observational - other",2025,"Vaccine",40561570,,"10.1016/j.vaccine.2025.127392","https://pubmed.ncbi.nlm.nih.gov/40561570","Impact of the medical briefing and vaccine type on adverse events following COVID-19 vaccination: A randomized clinical trial"
126,"#4933","Bennett 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"Low","RCT",2024,"J Infect Dis",39052718,"PMC11272042","10.1093/infdis/jiad508","https://pmc.ncbi.nlm.nih.gov/articles/PMC11272042","Immunogenicity and Safety of Heterologous Omicron BA.1 and Bivalent SARS-CoV-2 Recombinant Spike Protein Booster Vaccines: A Phase 3 Randomized Clinical Trial"
127,"#4932","Bennett 2024","COVID",1,0,0,"Immunocomp",0,0,0,1,0,1,"Low","RCT",2024,"J Infect",39343247,,"10.1016/j.jinf.2024.106285","https://pubmed.ncbi.nlm.nih.gov/39343247","Immunogenicity and safety of SARS-CoV-2 recombinant spike protein vaccine in South African people living with and without HIV-1 infection: A phase 2 randomised trial"
128,"#5191","Buynak 2024","RSV",0,1,0,"Adult",0,0,0,0,1,0,"Moderate","RCT",2024,"Infectious Diseases and Therapy",38981954,"PMC11266338","10.1007/s40121-024-00985-4","https://pmc.ncbi.nlm.nih.gov/articles/PMC11266338","Randomized, Open-Label Phase 3 Study Evaluating Immunogenicity, Safety, and Reactogenicity of RSVPreF3 OA Coadministered with FLU-QIV-HD in Adults Aged  65"
129,"#5332","Chalkias 2024","COVID",1,0,0,"Adult",0,0,0,1,0,0,"High","RCT",2024,"J Infect Dis",38349280,"PMC11326827","10.1093/infdis/jiae067","https://pmc.ncbi.nlm.nih.gov/articles/PMC11326827","Interim Report of the Reactogenicity and Immunogenicity of Severe Acute Respiratory Syndrome Coronavirus 2 XBB-Containing Vaccines"
130,"#13821","Chandler 2024","RSV",0,1,0,"Adult",0,0,0,0,1,0,"Moderate","RCT",2024,"Clin Infect Dis",38189778,,"10.1093/cid/ciad786","https://pubmed.ncbi.nlm.nih.gov/38189778","Immunogenicity, Reactogenicity, and Safety of AS01E-adjuvanted RSV Prefusion F Protein-based Candidate Vaccine (RSVPreF3 OA) When Co-administered With a Seasonal Quadrivalent Influenza Vaccine in Older Adults: Results of a Phase 3, Open-Label, Randomized Controlled Trial"
131,"#763","Chime 2025","RSV",0,1,1,"Adult",0,0,0,1,0,0,"Moderate","RCT",2025,"J Infect Dis",38970327,"PMC11793055","10.1093/infdis/jiae342","https://pmc.ncbi.nlm.nih.gov/articles/PMC11793055","Phase 3 Study Assessing Lot-to-Lot Consistency of Respiratory Syncytial Virus Prefusion Protein F3 Vaccine and Its Immune Response, Safety, and Reactogenicity When Co-administered With Quadrivalent Influenza Vaccine"
131,"#763","Chime 2025","Influenza",0,1,1,"Adult",0,0,0,1,0,0,"Moderate","RCT",2025,"J Infect Dis",38970327,"PMC11793055","10.1093/infdis/jiae342","https://pmc.ncbi.nlm.nih.gov/articles/PMC11793055","Phase 3 Study Assessing Lot-to-Lot Consistency of Respiratory Syncytial Virus Prefusion Protein F3 Vaccine and Its Immune Response, Safety, and Reactogenicity When Co-administered With Quadrivalent Influenza Vaccine"
132,"#5532","Clark 2024","RSV",0,1,1,"Adult",0,0,0,0,1,0,"Moderate","RCT",2024,"Clin Infect Dis",39099085,"PMC11478588","10.1093/cid/ciae365","https://pmc.ncbi.nlm.nih.gov/articles/PMC11478588","Safety and Immunogenicity of Respiratory Syncytial Virus Prefusion F Protein Vaccine when Co-administered with Adjuvanted Seasonal Quadrivalent Influenza Vaccine in Older Adults: A Phase 3 Randomized Trial"
132,"#5532","Clark 2024","Influenza",0,1,1,"Adult",0,0,0,0,1,0,"Moderate","RCT",2024,"Clin Infect Dis",39099085,"PMC11478588","10.1093/cid/ciae365","https://pmc.ncbi.nlm.nih.gov/articles/PMC11478588","Safety and Immunogenicity of Respiratory Syncytial Virus Prefusion F Protein Vaccine when Co-administered with Adjuvanted Seasonal Quadrivalent Influenza Vaccine in Older Adults: A Phase 3 Randomized Trial"
